Step,dist,comp_time,num_opts
0,0.5717033550018895,0.8800963169924216,0
25,0.5991930863754097,0.4354830890079029,0
50,0.6216841862496421,0.4323027979990002,0
75,0.6391748666645601,0.43026373100292403,0
100,0.6516665120538512,0.4324273520032875,0
125,0.6601928992372903,0.4328235019929707,0
150,0.666711762193246,0.44330945699766744,1
175,0.6768141410851851,0.45081483699323144,0
200,0.6919158980409136,0.43571960099507123,0
225,0.7109863879483341,0.43157105799764395,0
250,0.7292764963094673,0.4361682939925231,0
275,0.7473111474433529,0.43517334198986646,2
300,0.7624488593204536,0.46760006100521423,19
325,0.7756871865014138,0.4881134019960882,31
350,0.7916515853693473,0.43796431500231847,2
375,0.8126158353479007,0.45284717000322416,0
400,0.8381933226497162,0.43839839899737854,2
425,0.8618865811653138,0.4484162959997775,6
450,0.8826162004225684,0.4441850000002887,5
475,0.9009745074221636,0.46054436000122223,15
500,0.9180978001149075,0.5052657659980468,40
525,0.9380236944218981,0.46365591100766324,17
550,0.9622200835424951,0.47091726200596895,22
575,0.9855085878290184,0.5349820120027289,50
600,1.007379140601688,0.5302886419958668,57
625,1.0277792662362017,0.553081359990756,72
650,1.0463422841389538,0.527254467990133,55
675,1.0648136517236861,0.5358834950020537,60
700,1.0808771049892558,0.5438730220048456,63
725,1.0927983783369966,0.5703972560004331,79
750,1.1018914841757523,0.5643311250023544,70
775,1.109637073979487,0.6475011429865845,132
800,1.114643004092953,0.6540860350069124,134
825,1.1170869542295276,0.5569881279952824,75
850,1.118933176936754,0.5094216799916467,44
875,1.1216899287644055,0.4879882789973635,31
900,1.1238921708504712,0.5895823210012168,94
925,1.1236263741736592,0.8111770619871095,225
950,1.12200500991149,0.9626977770094527,327
975,1.1223392150062048,0.5138605109968921,48
1000,1.126168062965554,0.8342378870001994,247
1025,1.1327696378686412,0.8958324769919273,286
1050,1.1419095844262666,1.2556071559956763,500
1075,1.153477982553716,2.8593084960011765,1508
1100,1.1674672611194816,2.030565712004318,987
1125,1.1839277646195967,1.2654284359887242,518
1150,1.2033961394450519,1.3252812720020302,555
1175,1.2259891197547519,2.9614693530020304,1570
1200,1.2460288441117,1.8173476560041308,856
1225,1.2646779481157824,0.8062799790059216,220
1250,1.2870329640937066,0.6919004359951941,160
1275,1.3122763703695202,0.7919939139974304,222
1300,1.3353017764829926,1.4958412899868563,661
1325,1.3540163852616083,0.9277916470018681,307
1350,1.3687571429298644,1.040676203003386,367
1375,1.379492279672338,1.1152906589995837,420
1400,1.3862364824223081,1.0908641630085185,406
1425,1.3897149386472698,0.9998367919906741,352
1450,1.3912351237930796,1.0786203169991495,392
1475,1.3900874797904528,0.9946244750026381,348
1500,1.386942662952218,1.0113203399960184,357
1525,1.3822383937157912,1.2423450890055392,503
1550,1.3744294099193497,1.362420650999411,567
1575,1.364561647091701,1.150945101006073,444
1600,1.3535473647051257,1.2637205400096718,517
1625,1.343391267361939,3.0684098869969603,1633
1650,1.3316265999506611,3.0377006299968343,1626
1675,1.316360021283749,2.534103525991668,1315
1700,1.2982540314676292,3.8330299949884648,2104
1725,1.274804412314273,4.590980865992606,2588
1750,1.2457844340280466,5.154775456001516,2951
1775,1.209494696959634,5.961337921995437,3456
1800,1.1663159343841523,2.174056677002227,1082
1825,1.1162092059873974,2.8718509769969387,1529
1850,1.061658934851679,2.2498929529974703,1125
1875,1.003758475734807,0.726335678002215,179
1900,0.9469421094268805,0.5147629069979303,49
1925,0.8944729831970728,0.4552639839967014,13
1950,0.8464195616590228,0.4278906649997225,0
1975,0.8050329352009308,0.43068653700174764,0
2000,0.7689405302131369,0.44991910200042184,0
2025,0.7368779043888891,0.43382379299146123,0
2050,0.7100871645845966,0.4306707009964157,0
2075,0.6884175295214937,0.4339831779943779,0
2100,0.6696910802084595,0.43204444799630437,0
2125,0.6530682788110208,0.43251058900204953,0
2150,0.6394698217356029,0.43022307800129056,0
2175,0.6301036535663012,0.43275644700042903,0
2200,0.6244751071784335,0.4350970029918244,0
2225,0.6178710820883854,0.4320037889992818,0
2250,0.6112137934183618,0.4341447019978659,0
2275,0.6090449803098344,0.4403528780094348,0
2300,0.607524801317251,0.4354105400125263,0
2325,0.603219520951872,0.43517880800936837,0
2350,0.5997952839828024,0.4311223349941429,0
2375,0.5980852216641646,0.4342470150004374,0
2400,0.5937719502673406,0.43365012599679176,0
2425,0.5874958199218664,0.4350581940088887,0
2450,0.583946274152372,0.4372052819962846,0
2475,0.5798022651568635,0.43024488100491,0
2500,0.5763874616819659,0.4293170890014153,0
2525,0.5775048016877343,0.43169436301104724,0
2550,0.5786006471898536,0.43034455699671526,0
2575,0.5780128461400447,0.43231922599079553,0
2600,0.5775252839190087,0.4310767839924665,0
2625,0.5742621740271652,0.4484059660026105,0
2650,0.5715853176663155,0.43113296299998183,0
2675,0.5719282528423842,0.4306234480027342,0
2700,0.5705907497818252,0.4329681579984026,0
2725,0.5698788891882289,0.4316547070047818,0
2750,0.5689166628941377,0.4328848049917724,0
2775,0.5707195403437104,0.43112948699854314,0
2800,0.573022402669754,0.4335533809935441,0
2825,0.5737497358459717,0.44926508799835574,0
2850,0.5727499742021742,0.42971228099486325,0
2875,0.5688129409118559,0.4377863560075639,0
2900,0.5642453048646935,0.4330380440078443,0
2925,0.5602817665345344,0.4319203360064421,0
2950,0.5591195663932313,0.4314749949990073,0
2975,0.5582329193723333,0.4315877850021934,0
3000,0.5580668645621596,0.42787790899456013,0
3025,0.5584865085026233,0.4459554240020225,0
3050,0.5608921080868537,0.4291139779961668,0
3075,0.5309466389238483,0.4319507959880866,0
3100,0.5015662501197594,0.40694649699435104,0
3125,0.4716178541815,0.3850756579922745,0
3150,0.4417239853918934,0.35344248299952596,0
3175,0.41308546723572026,0.33227776100102346,0
3200,0.3839013108259644,0.30862885499664117,0
3225,0.3547357080993234,0.28325801600294653,0
3250,0.3273611291514132,0.2720691110007465,0
3275,0.29918534270401365,0.23474176500167232,0
3300,0.2671261785881524,0.20675679799751379,0
3325,0.23619506922857933,0.1837638720026007,0
3350,0.20551983552547734,0.15782402700278908,0
3375,0.17444162688901382,0.13532462301373016,0
3400,0.145310023130787,0.10771821999514941,0
3425,0.11476075981915874,0.08361670600424986,0
3450,0.0829133628461702,0.058350072999019176,0
3475,0.050913782979132856,0.033670574994175695,0
3500,0.018734238599334485,0.008272698003565893,0
